country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
FRA,Online TA,0,0,No Deposit,0,Transient-Party,D,1,1,0
NOR,Online TA,0,2,No Deposit,0,Transient,B,0,0,0
AUT,Groups,0,1,Refundable,53,Transient-Party,A,0,0,0
AUT,Online TA,0,1,No Deposit,0,Transient-Party,A,0,0,0
PRT,Online TA,0,6,No Deposit,0,Transient,A,0,1,0
USA,Online TA,0,1,No Deposit,0,Transient,E,0,0,1
GBR,Online TA,0,2,No Deposit,0,Transient,G,0,0,1
PRT,Offline TA/TO,0,4,No Deposit,0,Transient-Party,A,0,0,1
CN,Online TA,0,0,No Deposit,0,Transient,G,0,1,1
CUB,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
ITA,Online TA,0,0,No Deposit,0,Transient,E,0,2,1
THA,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
PRT,Online TA,0,1,No Deposit,0,Transient,F,0,0,0
AUT,Groups,0,3,No Deposit,0,Transient-Party,A,0,0,0
JPN,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
DNK,Online TA,0,0,No Deposit,0,Transient,C,1,1,0
PRT,Direct,0,2,No Deposit,0,Transient,G,0,0,0
BRA,Offline TA/TO,0,2,No Deposit,0,Transient-Party,E,0,0,0
CHE,Online TA,0,2,No Deposit,0,Transient,A,0,3,1
DEU,Groups,0,0,No Deposit,0,Transient-Party,E,0,1,0
ALB,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,0
PRT,Direct,0,0,No Deposit,0,Transient-Party,B,0,1,0
PRT,Complementary,0,1,No Deposit,0,Transient-Party,A,0,0,0
PRT,Offline TA/TO,0,1,No Deposit,0,Contract,D,0,0,0
IRL,Offline TA/TO,0,0,No Deposit,0,Contract,D,0,3,0
PRT,Groups,0,0,No Deposit,61,Transient-Party,A,0,1,0
FRA,Online TA,0,0,No Deposit,0,Contract,F,0,0,0
IRL,Offline TA/TO,0,0,No Deposit,0,Transient,A,1,0,0
USA,Online TA,0,1,No Deposit,0,Transient,H,1,1,0
PRT,Online TA,0,1,No Deposit,0,Transient,C,0,2,0
NGA,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
USA,Online TA,0,0,No Deposit,0,Transient,E,1,2,0
ESP,Direct,0,2,No Deposit,0,Transient,H,0,0,0
PRT,Online TA,0,0,No Deposit,0,Transient,G,1,3,0
FRA,Online TA,0,4,No Deposit,0,Transient,F,0,1,1
PRT,Aviation,0,1,No Deposit,0,Transient,D,0,0,0
PRT,Complementary,0,1,No Deposit,0,Transient,B,0,1,0
MEX,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
AUS,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
PRT,Complementary,1,0,No Deposit,0,Transient,D,0,4,0
CZE,Corporate,0,1,No Deposit,0,Transient-Party,A,0,0,0
GRC,Aviation,0,0,No Deposit,0,Transient,D,0,1,0
POL,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
SGP,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
HUN,Online TA,0,1,No Deposit,0,Transient,B,0,1,1
ECU,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
PER,Online TA,0,2,No Deposit,0,Transient-Party,A,0,0,0
USA,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
HUN,Direct,0,1,No Deposit,0,Transient,A,0,0,0
DZA,Online TA,0,1,No Deposit,0,Transient,D,0,3,0
POL,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
GBR,Groups,1,0,Non Refund,0,Transient,D,0,0,1
BRA,Direct,0,2,No Deposit,0,Transient-Party,A,1,1,0
FRA,Direct,0,3,No Deposit,0,Transient,A,0,1,0
ESP,Direct,0,3,No Deposit,0,Transient,A,0,2,0
MAR,Online TA,0,0,No Deposit,0,Transient,B,0,1,1
IND,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
NLD,Online TA,0,0,No Deposit,0,Transient,B,0,1,1
PRT,Direct,0,2,No Deposit,0,Transient,G,1,0,0
GBR,Offline TA/TO,0,1,No Deposit,0,Transient,C,0,0,0
USA,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,1,0
FRA,Online TA,0,2,No Deposit,0,Transient,D,0,4,0
ESP,Online TA,0,1,No Deposit,0,Transient,F,0,0,1
AUT,Online TA,0,0,No Deposit,0,Transient-Party,D,0,1,0
FRA,Offline TA/TO,0,2,No Deposit,0,Transient,C,0,1,0
FIN,Online TA,0,0,No Deposit,0,Transient,G,0,1,1
NLD,Online TA,0,0,No Deposit,0,Transient,E,0,2,1
BEL,Online TA,0,0,No Deposit,0,Transient-Party,B,0,0,0
POL,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,0,0
MNE,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
ESP,Online TA,0,0,No Deposit,0,Transient-Party,B,0,0,0
DEU,Direct,0,0,No Deposit,0,Transient,B,0,1,0
UKR,Online TA,0,2,No Deposit,0,Transient,D,0,1,0
PRT,Complementary,0,0,No Deposit,0,Transient,G,0,3,0
PRT,Online TA,0,1,No Deposit,0,Transient,D,1,0,0
DEU,Groups,0,0,No Deposit,0,Transient-Party,A,0,2,0
ZAF,Online TA,0,0,No Deposit,0,Transient,C,1,1,0
ESP,Online TA,0,1,No Deposit,0,Transient,B,0,1,0
PRT,Groups,0,0,No Deposit,236,Transient-Party,A,0,0,0
BEL,Direct,0,0,No Deposit,0,Transient-Party,A,0,1,0
RUS,Online TA,0,0,No Deposit,0,Transient-Party,D,0,2,0
PRT,Direct,0,0,No Deposit,0,Group,D,0,0,1
AGO,Direct,0,0,No Deposit,0,Transient,F,0,2,0
PRT,Complementary,0,1,No Deposit,0,Transient,G,1,2,0
NLD,Online TA,0,1,No Deposit,0,Transient,D,1,1,0
PRT,Direct,0,1,No Deposit,0,Transient,D,0,3,0
AUT,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
RUS,Corporate,0,1,No Deposit,0,Transient-Party,A,0,0,0
BRA,Online TA,0,0,No Deposit,0,Transient-Party,E,0,0,1
SWE,Online TA,0,0,No Deposit,0,Transient,D,1,2,0
POL,Online TA,0,2,No Deposit,0,Transient,A,0,2,1
KOR,Online TA,0,1,No Deposit,0,Contract,A,0,1,0
GBR,Offline TA/TO,0,0,No Deposit,0,Group,E,0,0,0
ESP,Online TA,11,0,No Deposit,0,Transient,A,0,1,0
FRA,Direct,0,0,No Deposit,0,Transient-Party,E,1,1,0
FRA,Direct,0,1,No Deposit,0,Group,E,0,1,0
PRT,Direct,0,2,No Deposit,0,Transient-Party,F,0,2,0
BGR,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
NLD,Online TA,0,1,No Deposit,0,Transient,A,1,1,0
IRL,Online TA,0,1,No Deposit,0,Transient,D,0,0,1
POL,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
PRT,Corporate,0,0,No Deposit,0,Transient-Party,A,0,1,1
ESP,Direct,0,1,No Deposit,0,Transient-Party,C,0,1,0
NOR,Online TA,0,0,No Deposit,0,Transient-Party,D,0,5,0
ITA,Offline TA/TO,0,0,No Deposit,77,Transient-Party,A,0,0,1
USA,Online TA,0,0,No Deposit,0,Transient-Party,B,0,0,1
NOR,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
PRT,Online TA,0,4,No Deposit,0,Transient,A,0,0,0
PRT,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,4,0
FRA,Online TA,0,0,No Deposit,0,Transient,D,2,1,0
PRT,Corporate,0,0,No Deposit,0,Transient,E,1,0,0
PRT,Complementary,0,0,No Deposit,0,Transient,A,1,3,0
OMN,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
DEU,Online TA,0,1,No Deposit,0,Transient,D,0,0,1
SWE,Groups,0,1,No Deposit,0,Transient-Party,E,1,0,0
MOZ,Online TA,0,4,No Deposit,0,Transient,A,0,3,0
PRT,Online TA,0,0,Non Refund,0,Transient,E,0,0,1
HKG,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
PRT,Online TA,0,3,No Deposit,0,Transient,A,0,1,1
PRT,Corporate,0,1,No Deposit,0,Transient,E,0,1,0
POL,Offline TA/TO,0,2,No Deposit,0,Contract,D,1,0,0
PRT,Direct,0,1,No Deposit,0,Transient,G,0,2,0
KOR,Online TA,0,2,No Deposit,0,Transient,A,1,0,0
COM,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
IRL,Online TA,0,2,No Deposit,0,Transient,C,0,1,0
USA,Direct,0,1,No Deposit,0,Transient,D,0,1,0
JPN,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
ESP,Direct,0,4,No Deposit,0,Transient,D,1,2,0
POL,Online TA,0,1,No Deposit,0,Transient,D,0,0,1
ESP,Direct,0,0,No Deposit,0,Transient,D,1,1,0
POL,Online TA,0,1,No Deposit,0,Transient,A,0,1,1
ISR,Online TA,0,2,No Deposit,0,Transient,A,0,3,1
USA,Online TA,0,2,No Deposit,0,Transient,F,0,0,0
FRA,Direct,13,1,No Deposit,0,Transient,D,0,0,0
NLD,Groups,0,0,No Deposit,0,Transient-Party,A,1,0,0
DEU,Online TA,0,2,No Deposit,0,Transient,A,0,3,0
LUX,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
USA,Online TA,0,0,No Deposit,0,Transient,G,1,1,0
PRT,Groups,0,4,No Deposit,0,Transient-Party,A,0,0,1
DEU,Direct,0,0,No Deposit,0,Transient,E,0,1,0
ESP,Direct,0,2,No Deposit,0,Transient,A,0,1,0
RUS,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
BRA,Online TA,0,0,No Deposit,0,Transient,G,0,1,1
AUS,Online TA,0,0,No Deposit,0,Transient,H,0,1,1
PRT,Corporate,1,0,No Deposit,0,Transient,A,1,0,0
ESP,Online TA,0,2,No Deposit,0,Transient,A,0,1,1
GNB,Direct,0,0,No Deposit,0,Transient,A,0,0,0
CN,Direct,0,1,No Deposit,0,Transient,A,0,0,0
ESP,Online TA,0,3,No Deposit,0,Transient-Party,G,0,1,1
FRA,Online TA,0,1,No Deposit,0,Transient-Party,B,0,1,0
GBR,Online TA,0,4,No Deposit,0,Transient-Party,G,0,0,0
PRT,Direct,0,2,No Deposit,0,Transient,D,0,4,0
IDN,Direct,0,1,No Deposit,0,Transient,A,0,0,0
IRL,Online TA,0,0,No Deposit,0,Transient,G,0,0,0
PRT,Offline TA/TO,0,0,No Deposit,0,Transient,B,0,2,0
DEU,Online TA,0,0,No Deposit,0,Transient,B,0,1,1
ESP,Online TA,0,0,No Deposit,0,Transient,E,1,3,0
GBR,Online TA,0,0,No Deposit,0,Transient-Party,B,0,2,0
PRT,Offline TA/TO,0,0,No Deposit,27,Transient-Party,A,0,0,0
FIN,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
SWE,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
AUT,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
ITA,Online TA,0,0,No Deposit,0,Transient-Party,G,0,1,0
MYS,Online TA,0,0,No Deposit,0,Transient,F,0,2,0
DNK,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
FRA,Direct,0,1,No Deposit,0,Transient-Party,B,0,2,0
RUS,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
RUS,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
FIN,Complementary,0,1,No Deposit,0,Transient,A,0,2,0
IRN,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
CHE,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
CHE,Online TA,0,1,No Deposit,0,Transient-Party,A,0,1,0
FIN,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
NLD,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,1,0
ESP,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,3,0
PRT,Direct,0,3,No Deposit,0,Transient,D,0,2,0
POL,Online TA,0,0,No Deposit,0,Transient,G,0,1,0
PRT,Direct,1,2,No Deposit,0,Transient,E,1,4,0
PRT,Groups,0,0,Non Refund,14,Transient,A,0,0,1
PRT,Direct,0,1,No Deposit,1,Transient,E,0,1,1
PRT,Direct,0,1,No Deposit,0,Transient,H,1,1,0
AUT,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
DEU,Online TA,0,2,No Deposit,0,Transient-Party,A,1,1,0
GBR,Online TA,0,1,No Deposit,0,Contract,D,0,1,0
GBR,Offline TA/TO,0,0,No Deposit,0,Transient,D,1,0,0
BEL,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,2,0
NGA,Direct,0,0,No Deposit,0,Transient,D,0,1,1
BRA,Direct,0,0,No Deposit,0,Transient,D,0,0,1
PRT,Groups,1,2,Non Refund,0,Transient,A,0,0,1
AUT,Aviation,0,3,No Deposit,0,Transient,A,0,0,0
DEU,Online TA,0,0,No Deposit,0,Transient,D,1,0,0
DEU,Online TA,0,2,No Deposit,0,Transient-Party,A,0,0,0
ITA,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,0,0
DNK,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
KAZ,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
PRT,Direct,0,1,No Deposit,0,Transient,E,0,3,0
PRT,Online TA,0,0,No Deposit,0,Contract,B,1,0,0
PRT,Online TA,0,2,No Deposit,0,Transient,A,1,3,0
LTU,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
IRL,Online TA,0,2,No Deposit,0,Transient,D,0,3,1
DNK,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
VEN,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
PRT,Direct,0,0,No Deposit,0,Transient-Party,D,0,2,0
GBR,Online TA,0,1,No Deposit,0,Transient,D,0,0,1
GBR,Direct,0,1,No Deposit,0,Transient,E,0,0,0
GBR,Offline TA/TO,0,0,No Deposit,0,Contract,E,1,0,0
PRT,Online TA,0,0,No Deposit,0,Transient,B,0,0,1
PRT,Groups,0,0,No Deposit,101,Transient-Party,D,0,0,1
JPN,Online TA,0,0,No Deposit,0,Transient-Party,B,0,0,0
DZA,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
POL,Corporate,0,1,No Deposit,0,Transient-Party,A,0,0,0
ESP,Online TA,0,0,No Deposit,0,Transient-Party,G,1,0,0
PRT,Online TA,1,0,No Deposit,0,Transient,B,0,1,1
AGO,Corporate,0,1,No Deposit,0,Transient,A,0,1,0
NLD,Direct,0,2,No Deposit,5,Transient-Party,A,0,0,0
NLD,Online TA,0,0,No Deposit,0,Transient-Party,D,0,0,0
PRT,Online TA,0,1,No Deposit,0,Transient-Party,B,0,1,1
PRT,Direct,0,1,No Deposit,0,Transient-Party,A,1,0,0
CHE,Corporate,0,1,No Deposit,0,Transient-Party,A,0,0,0
NOR,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,1,0
CHE,Direct,0,0,No Deposit,0,Transient,C,0,0,0
GBR,Groups,1,0,Non Refund,0,Transient,E,0,0,1
GBR,Online TA,0,0,No Deposit,0,Transient,G,0,0,0
DNK,Groups,0,1,No Deposit,0,Transient,A,0,0,0
PRT,Direct,0,1,No Deposit,0,Transient,A,0,3,0
PRT,Direct,0,0,No Deposit,0,Transient,G,1,2,0
NOR,Online TA,0,1,No Deposit,0,Transient-Party,D,0,1,0
AUT,Groups,0,0,No Deposit,0,Transient-Party,E,0,0,0
GBR,Online TA,0,1,No Deposit,0,Transient,C,0,1,0
MDV,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
IDN,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
USA,Direct,0,0,No Deposit,0,Transient,A,0,0,1
CHN,Online TA,0,1,No Deposit,0,Transient,D,0,0,1
FRA,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,1
SRB,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
PRT,Groups,0,3,No Deposit,87,Transient-Party,A,0,0,0
NLD,Online TA,0,2,No Deposit,0,Transient,A,0,0,0
CHE,Offline TA/TO,0,0,No Deposit,0,Transient,D,1,0,0
ARE,Online TA,0,1,No Deposit,0,Transient,B,0,0,1
GBR,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,0,1
IRL,Online TA,0,1,No Deposit,0,Transient,C,0,0,0
USA,Online TA,0,2,No Deposit,0,Transient,D,1,0,0
IRL,Online TA,0,1,No Deposit,0,Transient,A,0,2,1
AUS,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
FIN,Offline TA/TO,0,0,No Deposit,0,Transient,A,1,0,0
NLD,Groups,0,12,No Deposit,0,Transient-Party,A,0,0,0
ESP,Groups,0,0,No Deposit,83,Transient-Party,A,0,0,0
FRA,Offline TA/TO,0,0,No Deposit,43,Transient-Party,A,0,2,0
BEL,Online TA,0,1,No Deposit,0,Transient,A,1,2,0
LVA,Groups,0,0,No Deposit,0,Transient,A,0,0,0
ESP,Online TA,0,1,No Deposit,0,Transient,C,1,2,0
DNK,Complementary,0,1,No Deposit,0,Transient,A,0,0,0
NLD,Groups,0,7,No Deposit,0,Transient-Party,C,0,0,0
FRA,Online TA,0,3,No Deposit,0,Transient,A,0,2,0
JPN,Online TA,0,0,No Deposit,0,Transient,E,0,0,0
AUT,Direct,0,1,No Deposit,0,Transient,E,0,0,0
PRT,Offline TA/TO,0,4,No Deposit,0,Transient-Party,A,0,2,1
ESP,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,2,0
FRA,Online TA,0,0,No Deposit,0,Transient-Party,B,0,1,0
PRT,Online TA,1,1,No Deposit,0,Transient-Party,G,0,1,1
MAR,Direct,0,0,No Deposit,0,Transient,C,0,2,0
ESP,Offline TA/TO,0,0,No Deposit,0,Contract,E,0,0,0
PRT,Online TA,0,2,No Deposit,0,Transient,E,0,0,1
ITA,Online TA,0,1,No Deposit,0,Transient,A,0,2,1
PRT,Groups,0,0,Refundable,0,Transient-Party,C,0,0,1
AGO,Complementary,0,0,No Deposit,0,Transient,E,0,0,0
PRT,Direct,0,0,No Deposit,0,Transient,A,1,3,0
VNM,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
PRT,Corporate,1,2,No Deposit,0,Transient,A,0,0,0
PRT,Direct,0,5,No Deposit,0,Transient,C,0,0,0
FRA,Offline TA/TO,0,1,No Deposit,0,Transient,E,0,0,0
CN,Online TA,0,0,No Deposit,0,Transient,F,1,1,0
GBR,Online TA,0,0,No Deposit,0,Transient,D,1,0,0
POL,Online TA,0,3,No Deposit,0,Transient,A,0,1,0
ITA,Online TA,0,1,No Deposit,0,Transient,D,1,1,0
ITA,Online TA,0,0,No Deposit,0,Transient-Party,A,0,3,0
GBR,Offline TA/TO,0,2,No Deposit,0,Transient,D,0,0,0
SWE,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
EST,Corporate,0,1,No Deposit,0,Transient-Party,A,0,0,0
ESP,Online TA,0,2,No Deposit,0,Transient-Party,A,1,2,0
PRT,Offline TA/TO,1,2,No Deposit,0,Transient-Party,A,0,0,1
FRA,Direct,0,2,No Deposit,0,Transient,A,1,1,0
CN,Online TA,0,0,No Deposit,0,Transient,G,0,0,0
POL,Direct,0,2,No Deposit,0,Transient,A,0,0,1
FRA,Online TA,0,0,No Deposit,0,Transient,G,0,0,1
AUS,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,1,0
PRT,Direct,0,0,No Deposit,0,Transient,F,1,1,0
RUS,Online TA,0,3,No Deposit,0,Transient,D,0,3,0
BEL,Groups,0,2,No Deposit,0,Transient,A,0,0,0
KOR,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
BRA,Online TA,0,2,No Deposit,0,Transient,A,1,4,0
IRL,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
PRT,Online TA,0,2,No Deposit,0,Transient,E,0,3,0
DNK,Online TA,0,1,No Deposit,0,Transient-Party,A,0,0,0
BEL,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
ITA,Offline TA/TO,0,0,No Deposit,40,Transient-Party,A,0,0,0
USA,Online TA,0,1,No Deposit,0,Transient-Party,A,0,0,0
IRL,Groups,0,2,No Deposit,0,Transient-Party,A,0,2,0
CHL,Online TA,0,0,No Deposit,0,Transient-Party,A,1,0,0
LVA,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
MOZ,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
DEU,Offline TA/TO,0,3,No Deposit,0,Transient-Party,A,0,1,0
PRT,Direct,0,5,No Deposit,0,Transient,D,1,0,0
HRV,Groups,0,0,No Deposit,0,Transient,A,0,0,0
PRT,Offline TA/TO,0,0,Non Refund,60,Transient,A,0,0,1
CN,Online TA,0,2,No Deposit,0,Transient,F,0,1,0
ITA,Online TA,0,2,No Deposit,0,Transient,F,0,2,0
FIN,Online TA,0,0,No Deposit,0,Transient-Party,B,0,1,0
LUX,Direct,0,2,No Deposit,0,Transient,D,0,0,0
ITA,Online TA,0,0,No Deposit,0,Transient-Party,B,0,1,0
GBR,Direct,0,1,No Deposit,0,Transient,E,0,2,0
AUT,Online TA,0,2,No Deposit,0,Transient,A,0,2,0
ZAF,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
ITA,Online TA,0,0,No Deposit,0,Transient,E,1,3,0
GBR,Direct,0,2,No Deposit,0,Transient-Party,E,0,0,0
BEL,Online TA,0,0,No Deposit,0,Contract,A,0,0,0
FRA,Direct,0,0,No Deposit,0,Group,E,0,0,0
CN,Online TA,0,0,No Deposit,0,Transient,C,1,3,0
PRT,Offline TA/TO,0,1,No Deposit,0,Transient-Party,C,0,0,0
ESP,Online TA,0,1,No Deposit,0,Transient,H,1,0,0
BEL,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,2,0
MAR,Online TA,0,1,No Deposit,0,Transient,A,1,0,0
ARE,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
IRL,Online TA,0,0,No Deposit,0,Transient,D,1,1,0
IRL,Direct,0,0,No Deposit,0,Transient,G,0,1,0
BEL,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
BEL,Aviation,0,1,No Deposit,0,Transient,A,0,0,0
GBR,Online TA,0,2,No Deposit,0,Transient,D,0,3,0
USA,Direct,0,0,No Deposit,0,Group,D,0,0,0
DNK,Online TA,0,0,No Deposit,0,Transient-Party,D,0,1,0
RUS,Groups,0,1,No Deposit,0,Transient-Party,A,0,1,0
FRA,Offline TA/TO,0,1,No Deposit,27,Transient-Party,A,0,0,0
LUX,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
CHN,Direct,0,0,No Deposit,0,Transient,A,0,0,0
FIN,Corporate,0,0,No Deposit,0,Transient-Party,D,0,0,0
GRC,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
FRA,Offline TA/TO,0,0,No Deposit,0,Transient,D,1,0,0
LVA,Online TA,0,0,No Deposit,0,Transient-Party,D,0,2,0
KWT,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
NLD,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,0,0
CN,Online TA,0,0,No Deposit,0,Transient,E,1,2,0
CHL,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
ITA,Online TA,0,2,No Deposit,0,Transient,A,0,1,1
AUS,Groups,0,0,No Deposit,0,Transient-Party,A,0,2,0
PRT,Direct,0,0,No Deposit,0,Contract,A,0,1,1
ZAF,Direct,0,0,No Deposit,0,Transient,E,1,1,0
IRL,Direct,0,1,No Deposit,0,Transient-Party,B,0,0,0
FRA,Online TA,0,1,No Deposit,0,Transient,E,0,0,0
USA,Offline TA/TO,0,0,No Deposit,0,Transient,E,1,2,0
BRA,Online TA,0,0,No Deposit,0,Transient,B,0,1,1
PRT,Offline TA/TO,0,0,No Deposit,147,Transient-Party,A,0,0,1
PRT,Online TA,0,0,No Deposit,0,Transient,G,1,2,0
DEU,Online TA,1,0,No Deposit,0,Transient,D,0,0,1
PRT,Offline TA/TO,0,1,No Deposit,0,Transient-Party,D,0,1,0
PRT,Groups,0,0,No Deposit,0,Transient,D,0,0,0
ITA,Direct,0,3,No Deposit,0,Transient,F,0,0,0
GBR,Groups,0,0,No Deposit,125,Transient-Party,E,0,0,0
FIN,Online TA,0,1,No Deposit,0,Transient,B,0,0,0
GBR,Online TA,0,0,No Deposit,0,Transient-Party,A,0,4,0
NOR,Direct,0,0,No Deposit,0,Transient,G,0,0,0
ESP,Groups,0,3,No Deposit,0,Transient-Party,A,0,1,0
ESP,Aviation,0,0,No Deposit,0,Transient,A,0,0,0
CHE,Online TA,0,0,No Deposit,0,Transient,B,0,3,0
ITA,Direct,0,0,No Deposit,0,Transient,E,0,2,0
ITA,Online TA,0,1,No Deposit,0,Transient,D,0,1,1
NLD,Online TA,0,0,No Deposit,0,Transient,B,0,1,0
SVN,Direct,0,0,No Deposit,0,Transient,C,1,1,0
IND,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,0
ROU,Online TA,0,1,No Deposit,0,Transient,E,0,0,0
PRT,Direct,0,1,No Deposit,0,Transient-Party,B,0,0,0
POL,Groups,0,3,No Deposit,0,Transient-Party,A,0,0,0
GBR,Online TA,0,1,No Deposit,0,Transient,D,1,0,0
GBR,Groups,0,1,No Deposit,0,Group,A,0,0,0
ARG,Direct,0,1,No Deposit,0,Transient-Party,A,0,1,0
FRA,Online TA,0,0,No Deposit,0,Transient,A,1,3,0
PRT,Direct,0,0,No Deposit,0,Transient-Party,C,0,2,0
PRT,Direct,0,4,No Deposit,0,Transient,G,1,1,0
PRT,Groups,0,3,No Deposit,87,Transient-Party,A,0,1,0
CZE,Groups,0,0,No Deposit,0,Transient,A,0,0,0
ZAF,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
AUT,Offline TA/TO,0,1,No Deposit,0,Transient,E,0,1,0
CZE,Online TA,0,2,No Deposit,0,Transient,A,1,0,0
FRA,Direct,0,0,No Deposit,0,Transient,C,0,1,0
GBR,Offline TA/TO,0,0,No Deposit,0,Contract,E,0,2,0
SWE,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
ESP,Direct,0,1,No Deposit,0,Transient,C,1,2,0
PRT,Direct,1,0,No Deposit,0,Transient,E,0,0,1
NLD,Online TA,0,0,No Deposit,0,Transient,D,1,0,0
ITA,Online TA,0,0,No Deposit,0,Transient,B,0,0,1
PRT,Direct,0,1,No Deposit,0,Transient-Party,A,0,2,1
SVN,Aviation,0,0,No Deposit,0,Transient,A,0,0,0
ESP,Online TA,0,0,No Deposit,0,Contract,D,0,1,0
ITA,Online TA,0,1,No Deposit,0,Transient,B,0,1,0
DEU,Direct,0,0,No Deposit,0,Transient,A,0,0,1
PRT,Online TA,0,1,No Deposit,0,Contract,D,1,0,0
PRT,Online TA,0,1,No Deposit,0,Transient-Party,D,0,2,1
CN,Online TA,0,2,No Deposit,0,Transient,D,0,0,1
PRT,Offline TA/TO,0,0,No Deposit,0,Contract,C,0,0,1
PRT,Direct,0,1,No Deposit,0,Transient-Party,B,1,1,0
GRC,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
CHE,Direct,0,1,No Deposit,0,Transient,C,1,1,0
USA,Online TA,0,2,No Deposit,0,Transient,D,0,0,0
DEU,Online TA,0,0,No Deposit,0,Transient,B,1,0,0
ITA,Online TA,1,0,No Deposit,0,Transient,A,0,2,1
CHE,Online TA,0,0,No Deposit,0,Transient-Party,A,0,3,0
PRT,Online TA,0,0,No Deposit,0,Group,A,0,1,0
PRT,Offline TA/TO,0,3,No Deposit,0,Transient,E,0,0,0
FRA,Offline TA/TO,0,2,No Deposit,0,Transient,F,0,1,0
PRT,Groups,0,2,No Deposit,0,Transient,A,0,1,0
